Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,competition_tier
2018-08-25,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2,0,Leverkusen,2,16,5,31.3,0.06,0.2,15.9,0.0,1,2,3.3,1.7,0.11,-1.3,-0.7,3,0,3,100.0,1,0.5,0.5,0,0,0,0,4.0,7.0,57.1,24.0,6.0,16.7,31.5,8.0,37.5,42.4,17.0,3.0,17.6,0.0,8.0,433.0,521.0,83.1,8157.0,2934.0,167.0,189.0,88.4,192.0,217.0,88.5,57.0,77.0,74.0,1,1.4,0.9,11.0,28.0,9.0,1.0,46.0,521.0,474.0,46.0,10.0,3.0,4.0,18,18.0,9.0,3.0,2.0,1.0,433.0,1.0,12.0,28.0,22.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,13,5.0,11.0,5.0,9.0,14.0,64.3,5.0,9.0,3.0,6.0,9,30,27.0,0.0,49.0,641.0,52.0,168.0,319.0,160.0,38.0,639.0,10.0,2.0,20.0,7.0,70.0,305.0,2097.0,1223.0,29.0,21.0,8.0,11.0,12.0,432.0,46.0,1,0,0,13,10,1,18,9,13,1.0,0.0,0,51.0,16.0,13.0,55.2,1
2018-09-01,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,1,1,Augsburg,1,7,1,14.3,0.14,1.0,13.7,0.0,0,0,1.2,1.2,0.17,-0.2,-0.2,7,1,6,85.7,0,2.1,1.1,0,0,0,0,16.0,32.0,50.0,78.0,7.0,37.2,34.5,11.0,27.3,36.5,22.0,2.0,9.1,4.0,14.1,434.0,557.0,77.9,9736.0,3693.0,113.0,146.0,77.4,230.0,262.0,87.8,85.0,128.0,66.4,1,1.2,1.8,7.0,32.0,9.0,0.0,40.0,557.0,500.0,56.0,15.0,0.0,7.0,10,24.0,4.0,1.0,2.0,0.0,434.0,1.0,9.0,13.0,8.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,7,5.0,6.0,3.0,5.0,10.0,50.0,5.0,14.0,5.0,9.0,5,19,21.0,0.0,61.0,667.0,83.0,311.0,259.0,100.0,20.0,667.0,13.0,5.0,38.5,8.0,61.5,332.0,1873.0,785.0,11.0,8.0,1.0,22.0,6.0,423.0,39.0,2,0,0,12,12,1,10,5,7,0.0,0.0,0,52.0,18.0,23.0,43.9,1
2018-09-15,18:30 (09:30),Bundesliga,Matchweek 3,Sat,Home,W,2,1,Schalke 04,2,15,4,26.7,0.13,0.5,19.4,2.0,0,0,1.1,1.1,0.08,0.9,0.9,6,1,5,83.3,0,1.9,0.9,0,0,0,0,4.0,20.0,20.0,47.0,9.0,29.8,35.0,9.0,66.7,48.4,16.0,1.0,6.3,1.0,15.4,367.0,488.0,75.2,7102.0,2479.0,130.0,154.0,84.4,171.0,206.0,83.0,52.0,94.0,55.3,2,0.9,0.9,11.0,14.0,4.0,1.0,34.0,488.0,431.0,56.0,15.0,0.0,7.0,11,24.0,6.0,2.0,2.0,0.0,367.0,1.0,16.0,27.0,16.0,4.0,2.0,1.0,4.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,19.0,10,9.0,9.0,1.0,3.0,9.0,33.3,6.0,13.0,5.0,8.0,18,37,31.0,1.0,50.0,621.0,89.0,261.0,232.0,137.0,21.0,621.0,16.0,6.0,37.5,10.0,62.5,324.0,1921.0,1180.0,23.0,20.0,4.0,18.0,9.0,361.0,32.0,0,0,0,5,13,1,11,18,10,0.0,0.0,0,57.0,15.0,31.0,32.6,1
2018-09-22,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,L,2,4,Hertha BSC,2,16,3,18.8,0.06,0.33,19.3,1.0,1,1,2.7,1.9,0.13,-0.7,-0.9,7,4,3,42.9,0,4.0,0.0,0,0,0,0,3.0,9.0,33.3,24.0,3.0,33.3,31.8,7.0,14.3,31.3,16.0,2.0,12.5,1.0,12.2,429.0,534.0,80.3,8346.0,2882.0,147.0,178.0,82.6,228.0,247.0,92.3,49.0,91.0,53.8,1,1.3,1.0,12.0,49.0,11.0,4.0,61.0,534.0,487.0,46.0,8.0,0.0,7.0,21,19.0,7.0,5.0,1.0,0.0,429.0,1.0,9.0,33.0,28.0,2.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,5,5.0,4.0,1.0,2.0,15.0,13.3,13.0,11.0,2.0,9.0,5,15,16.0,1.0,51.0,619.0,48.0,156.0,338.0,129.0,21.0,618.0,10.0,5.0,50.0,5.0,50.0,310.0,2015.0,1122.0,19.0,8.0,4.0,5.0,8.0,427.0,60.0,2,0,0,14,9,1,21,5,5,1.0,0.0,0,47.0,12.0,19.0,38.7,1
2018-09-26,20:30 (11:30),Bundesliga,Matchweek 5,Wed,Home,W,3,1,Eint Frankfurt,3,21,9,42.9,0.14,0.33,16.2,1.0,0,0,1.6,1.6,0.08,1.4,1.4,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,6.0,16.0,37.5,31.0,4.0,32.3,35.5,9.0,66.7,45.7,14.0,1.0,7.1,1.0,17.7,411.0,513.0,80.1,8268.0,2917.0,153.0,176.0,86.9,186.0,213.0,87.3,64.0,95.0,67.4,3,1.0,1.0,16.0,31.0,6.0,0.0,50.0,513.0,453.0,54.0,13.0,0.0,14.0,15,21.0,9.0,4.0,5.0,0.0,411.0,6.0,9.0,37.0,22.0,5.0,0.0,7.0,1.0,2.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,18.0,11,12.0,5.0,1.0,4.0,10.0,40.0,6.0,13.0,2.0,11.0,10,28,25.0,1.0,55.0,634.0,60.0,199.0,285.0,155.0,27.0,634.0,7.0,3.0,42.9,4.0,57.1,319.0,1806.0,989.0,19.0,15.0,6.0,17.0,13.0,411.0,50.0,0,0,0,7,11,6,15,10,11,0.0,0.0,0,58.0,20.0,23.0,46.5,1
2018-09-29,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,D,2,2,Wolfsburg,2,10,3,30.0,0.2,0.67,18.2,0.0,0,0,0.9,0.9,0.09,1.1,1.1,3,2,1,33.3,0,1.1,-0.9,0,0,0,0,4.0,13.0,30.8,28.0,5.0,35.7,28.7,8.0,37.5,41.1,18.0,0.0,0.0,0.0,10.5,336.0,440.0,76.4,6181.0,2098.0,135.0,167.0,80.8,148.0,169.0,87.6,40.0,75.0,53.3,2,0.9,0.4,10.0,30.0,4.0,2.0,42.0,440.0,396.0,44.0,6.0,0.0,7.0,12,24.0,3.0,2.0,1.0,0.0,336.0,0.0,10.0,18.0,14.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,12,10.0,6.0,1.0,7.0,9.0,77.8,2.0,8.0,3.0,5.0,7,24,36.0,1.0,44.0,542.0,57.0,184.0,251.0,112.0,12.0,542.0,11.0,6.0,54.5,5.0,45.5,272.0,1893.0,1146.0,21.0,6.0,5.0,13.0,6.0,334.0,42.0,2,0,0,14,4,0,12,7,12,0.0,0.0,0,53.0,12.0,23.0,34.3,1
2018-10-06,18:30 (09:30),Bundesliga,Matchweek 7,Sat,Away,W,3,0,Bayern Munich,3,7,3,42.9,0.43,1.0,27.0,0.0,0,0,0.4,0.4,0.05,2.6,2.6,3,0,3,100.0,1,0.6,0.6,0,0,0,0,5.0,28.0,17.9,37.0,8.0,45.9,39.3,16.0,68.8,52.3,23.0,4.0,17.4,0.0,7.4,219.0,317.0,69.1,3878.0,1506.0,103.0,114.0,90.4,76.0,106.0,71.7,29.0,69.0,42.0,3,0.3,0.1,5.0,13.0,1.0,0.0,12.0,317.0,262.0,53.0,16.0,0.0,6.0,5,17.0,3.0,1.0,1.0,0.0,219.0,2.0,10.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,15.0,10,12.0,3.0,0.0,8.0,20.0,40.0,12.0,8.0,4.0,4.0,8,23,36.0,0.0,28.0,413.0,90.0,227.0,152.0,39.0,5.0,413.0,17.0,6.0,35.3,11.0,64.7,164.0,1018.0,573.0,9.0,6.0,2.0,7.0,5.0,219.0,12.0,2,0,0,5,7,2,5,8,10,0.0,0.0,0,45.0,7.0,20.0,25.9,1
2018-10-21,18:00 (09:00),Bundesliga,Matchweek 8,Sun,Home,W,4,0,Mainz 05,4,16,8,50.0,0.25,0.5,16.5,1.0,0,0,2.7,2.7,0.17,1.3,1.3,4,0,4,100.0,1,0.7,0.7,0,0,0,0,11.0,17.0,64.7,47.0,9.0,27.7,29.2,10.0,40.0,34.0,8.0,2.0,25.0,2.0,15.7,500.0,589.0,84.9,9111.0,3308.0,194.0,221.0,87.8,239.0,263.0,90.9,51.0,75.0,68.0,4,2.6,1.7,14.0,33.0,10.0,1.0,51.0,589.0,544.0,44.0,11.0,3.0,3.0,9,18.0,4.0,1.0,2.0,0.0,500.0,1.0,8.0,28.0,20.0,3.0,1.0,3.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,18.0,8,5.0,13.0,0.0,8.0,14.0,57.1,6.0,11.0,2.0,9.0,7,25,15.0,2.0,54.0,683.0,58.0,192.0,360.0,135.0,24.0,683.0,19.0,12.0,63.2,7.0,36.8,344.0,2055.0,1185.0,17.0,16.0,3.0,11.0,4.0,497.0,50.0,0,0,0,4,10,1,9,7,8,0.0,0.0,0,48.0,17.0,15.0,53.1,1
2018-10-26,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,L,1,3,Freiburg,1,9,1,11.1,0.0,0.0,23.0,0.0,1,1,1.2,0.5,0.05,-0.2,-0.5,7,3,4,71.4,0,2.4,-0.6,1,1,0,0,6.0,7.0,85.7,55.0,11.0,9.1,23.6,3.0,66.7,36.0,7.0,1.0,14.3,4.0,24.3,553.0,654.0,84.6,10246.0,3262.0,217.0,236.0,91.9,254.0,286.0,88.8,67.0,93.0,72.0,0,0.3,0.6,6.0,46.0,9.0,2.0,48.0,654.0,604.0,49.0,8.0,0.0,4.0,30,25.0,10.0,6.0,3.0,0.0,553.0,1.0,15.0,16.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,6,4.0,11.0,0.0,4.0,7.0,57.1,3.0,12.0,3.0,9.0,7,22,13.0,1.0,59.0,739.0,41.0,191.0,379.0,180.0,18.0,738.0,9.0,4.0,44.4,5.0,55.6,540.0,3170.0,1723.0,19.0,16.0,3.0,14.0,9.0,553.0,48.0,1,0,0,12,9,1,30,7,6,1.0,1.0,0,44.0,16.0,10.0,61.5,1
2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,0,Düsseldorf,3,19,6,31.6,0.11,0.33,18.5,0.0,1,1,3.0,2.3,0.12,0.0,-0.3,6,0,6,100.0,1,0.8,0.8,0,0,0,0,0.0,3.0,0.0,32.0,8.0,6.3,25.7,6.0,16.7,28.8,14.0,0.0,0.0,0.0,5.3,512.0,596.0,85.9,9038.0,3054.0,224.0,256.0,87.5,228.0,249.0,91.6,50.0,71.0,70.4,2,1.9,1.4,17.0,37.0,10.0,3.0,67.0,596.0,552.0,44.0,9.0,0.0,2.0,23,18.0,10.0,3.0,6.0,0.0,512.0,0.0,7.0,32.0,28.0,1.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,4,4.0,2.0,1.0,6.0,18.0,33.3,12.0,12.0,1.0,11.0,14,21,14.0,1.0,57.0,709.0,43.0,183.0,343.0,189.0,27.0,708.0,12.0,8.0,66.7,4.0,33.3,483.0,2646.0,1443.0,28.0,21.0,3.0,21.0,18.0,508.0,66.0,1,0,0,18,8,0,23,14,4,0.0,0.0,0,46.0,11.0,13.0,45.8,1
